relName,AvgWMC,CCMax,NTM,WMC,AvgSLOC,AvgSLOCExe,NA,NAIMP,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,SLOC,SLOCExe,stms,stmsExe,AID,CHM,NMA,NMI,NOA,PII,AMC,CBO,CC,DAC,DACquote,ICP,MPC,MPCNew,NIHICP,RFC,RFC1,UCL,ADD,MOD,DEL,bug
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,2.4,6,3,12,9.4,5.4,10,2,5,5,28,5,1,4,8,53,27,35,22,3,30,3,23,3,0.380833333,3.6,6,18,0,0,18,13,32,0,35,32,2,0,0,0,0
org.jfree.chart.plot.IntervalMarker,1.545454545,7,10,17,5.909090909,3,18,4,11,11,51,11,0,11,16,71,33,47,30,2,52,9,40,2,0.215873016,1.090909091,5,12,0,0,26,11,124,9,61,56,5,0,0,0,0
org.jfree.data.xy.IntervalXYDelegate,1.863636364,6,8,41,7.136363636,4.227272727,6,6,22,22,30,22,2,20,20,166,93,119,69,1,29,19,8,1,0.249242424,0.772727273,11,17,0,0,19,9,37,19,37,36,5,7,0,0,0
org.jfree.chart.labels.IntervalXYItemLabelGenerator,2.222222222,10,7,20,11.77777778,7.222222222,8,1,9,9,30,9,1,8,19,111,65,66,43,2,30,6,21,2,0.343253968,2.666666667,6,24,0,0,30,14,87,0,36,35,12,0,0,0,0
org.jfree.data.xml.ItemHandler,1.571428571,3,5,11,7.142857143,3.714285714,4,4,7,7,18,7,0,7,11,56,26,35,19,2,21,7,11,2,0.194444444,1.428571429,8,10,2,2,18,8,20,18,39,24,7,0,0,0,0
org.jfree.chart.labels.ItemLabelAnchor,8,26,2,32,24.5,15.5,27,27,4,4,13,4,2,2,2,152,62,94,60,1,13,2,9,1,0.171717172,0,1,0,25,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.labels.ItemLabelPosition,2.125,7,6,17,7.75,4.125,5,5,8,8,18,8,0,8,7,69,33,44,29,1,19,7,10,1,0.176136364,0.875,3,7,3,2,6,3,36,6,21,20,11,0,0,0,0
org.jfree.data.jdbc.JDBCCategoryDataset,5,28,5,35,17.71428571,11.28571429,9,3,7,7,57,7,0,7,14,129,79,67,42,4,62,7,50,4,0.233333333,1.285714286,11,9,1,1,29,9,25,0,100,85,8,0,1,0,0
org.jfree.data.jdbc.JDBCPieDataset,4,17,3,24,15.33333333,10.33333333,8,2,6,6,50,6,0,6,13,96,62,52,35,4,55,6,44,4,0.228571429,0.5,10,3,1,1,8,3,6,0,83,74,8,0,1,0,0
org.jfree.data.jdbc.JDBCXYDataset,3.888888889,51,15,70,12.77777778,8.5,11,6,18,18,46,18,1,17,24,239,153,149,100,4,49,16,28,4,0.273202614,0.111111111,13,2,2,2,5,2,10,3,51,51,16,0,1,0,0
org.jfree.chart.JFreeChart,2.271428571,16,41,159,9.614285714,6.014285714,22,22,69,70,79,70,6,64,76,702,421,475,326,1,79,68,9,1,0.224857268,1.714285714,47,120,15,11,180,78,527,180,165,125,109,14,3,4,0
org.jfree.chart.entity.JFreeChartEntity,1.7,7,8,17,6.3,3.4,6,2,10,10,29,10,2,8,12,67,34,47,31,2,28,6,19,2,0.498447205,2,9,20,1,1,36,20,267,19,39,37,10,67,0,0,0
org.jfree.chart.JFreeChart,2,3,1,4,64,60,10,0,2,2,40,2,0,2,0,129,120,21,13,4,44,1,38,4,0.141880342,52.5,6,105,0,0,302,105,312,289,56,54,5,14,3,4,0
org.jfree.chart.resources.JFreeChartResources,1,1,1,1,3,1,1,1,1,1,12,1,0,1,0,12,1,4,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0
org.jfree.data.xml.KeyHandler,1.5,2,3,9,6.833333333,3.166666667,3,3,6,6,17,6,2,4,12,46,19,25,15,2,20,6,11,2,0.19047619,1,5,6,2,2,8,4,10,8,21,21,5,0,0,0,0
org.jfree.data.KeyToGroupMap,3.333333333,8,3,40,12.66666667,7.833333333,4,4,10,12,21,12,2,10,12,158,94,105,69,1,21,10,9,1,0.212121212,0.083333333,8,1,2,2,3,1,9,3,22,22,12,0,0,0,0
org.jfree.data.KeyedObject,1.833333333,5,4,11,6.166666667,3.333333333,3,3,6,6,15,6,0,6,4,42,20,30,17,1,15,4,9,1,0.193939394,0.5,3,3,0,0,6,2,18,6,16,16,0,0,0,0,0
org.jfree.data.KeyedObjectComparator,4.25,13,2,17,16.25,10,2,2,4,4,15,4,0,4,4,69,40,44,31,1,17,4,11,1,0.133333333,4,5,16,2,2,14,10,60,14,19,18,8,69,0,0,0
org.jfree.data.KeyedObjectComparatorType,1.75,4,3,7,5.5,2.75,3,3,4,4,12,4,1,3,2,29,11,19,10,1,11,1,8,1,0.174242424,0,1,0,2,1,0,0,0,0,12,12,0,29,0,0,0
org.jfree.data.KeyedObjects,2.277777778,9,7,41,8.722222222,5.333333333,2,2,18,18,26,18,0,18,16,161,96,112,62,1,25,15,8,1,0.247159091,0.777777778,9,14,1,1,23,12,41,23,33,33,18,10,0,0,0
org.jfree.data.KeyedObjects2D,2.818181818,12,12,62,11.18181818,7.045454545,4,4,22,22,30,22,0,22,21,252,155,182,118,1,29,19,8,1,0.249242424,0.954545455,6,21,3,1,40,21,141,40,44,39,13,0,0,0,0
org.jfree.data.KeyedValueComparator,4.75,15,2,19,19.25,11.75,2,2,4,4,15,4,0,4,4,81,47,50,36,1,17,4,11,1,0.133333333,4,7,16,2,2,8,4,48,8,17,16,6,0,0,0,0
org.jfree.data.KeyedValueComparatorType,1.75,4,3,7,5.5,2.75,3,3,4,4,12,4,1,3,2,29,11,19,10,1,11,1,8,1,0.174242424,0,1,0,2,1,0,0,0,0,12,12,0,0,0,0,0
org.jfree.chart.ui.LCBLayout,3.5,11,5,28,15.25,10.375,7,7,8,8,19,8,0,8,10,131,83,112,56,1,21,8,11,1,0.148148148,0,1,0,0,0,0,0,0,0,19,19,20,0,0,0,0
org.jfree.chart.block.LabelBlock,1.681818182,9,17,37,6.590909091,3.863636364,18,10,22,22,60,22,2,20,22,158,85,114,73,2,60,19,38,2,0.346612466,1.454545455,17,32,6,5,71,29,346,55,136,98,32,26,2,0,0
org.jfree.chart.util.Layer,2,4,3,10,6.4,3.4,4,4,5,5,13,5,2,3,2,38,17,27,15,1,12,2,8,1,0.202020202,0,1,0,2,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.renderer.category.LayeredBarRenderer,6.714285714,17,2,47,35.14285714,25,93,2,7,7,270,7,3,4,38,250,175,164,95,4,273,5,263,4,0.558071279,10.85714286,16,76,1,1,156,63,265,69,475,389,35,0,40,18,0
org.jfree.chart.title.LegendGraphic,2.026315789,16,30,77,7.526315789,4.473684211,23,15,38,38,75,38,3,35,27,304,170,213,145,2,74,34,37,2,0.331726674,1.684210526,15,64,9,4,122,49,904,99,137,112,51,0,0,0,0
org.jfree.chart.LegendItem,1.767857143,22,45,99,7.571428571,4.285714286,26,26,56,56,65,56,3,53,97,452,240,290,197,1,65,54,9,1,0.224242424,0.607142857,14,34,12,5,83,32,850,83,87,79,70,30,0,0,0
org.jfree.chart.title.LegendItemBlockContainer,1.25,3,7,10,5.5,3.125,15,4,8,8,59,8,0,8,8,50,25,37,20,3,62,7,51,3,0.225160256,1.5,10,12,0,0,20,10,57,14,114,89,4,0,0,0,0
org.jfree.chart.LegendItemCollection,1.375,4,7,11,4.5,2.125,2,2,8,8,17,8,0,8,4,40,17,28,15,1,17,6,9,1,0.203463203,0.125,4,1,1,1,2,1,17,2,19,18,4,0,0,0,0
org.jfree.chart.entity.LegendItemEntity,1.5,5,7,12,4.75,2.25,7,3,8,8,28,8,0,8,4,44,18,29,16,2,28,5,20,2,0.339774557,0.625,5,5,0,0,11,5,40,6,34,34,1,0,0,0,0
org.jfree.chart.LegendRenderingOrder,2.25,4,2,9,7,3.75,4,4,4,4,13,4,2,2,2,36,15,24,14,1,13,2,9,1,0.171717172,0,1,0,2,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.title.LegendTitle,2,12,19,62,8.612903226,5.516129032,35,16,31,31,86,31,4,27,25,287,171,217,145,3,87,28,55,3,0.369731801,3.387096774,28,105,12,6,176,94,514,144,207,169,58,15,1,0,0
org.jfree.chart.util.LengthAdjustmentType,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,44,18,29,17,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.block.LengthConstraintType,2.2,4,3,11,6.8,3.6,5,5,5,5,13,5,2,3,2,44,18,29,17,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.renderer.category.LevelRenderer,2.538461538,8,8,33,14.76923077,9.769230769,76,4,13,13,235,13,3,10,40,199,127,121,69,3,235,9,222,3,0.314233038,4.615384615,19,60,0,0,120,51,280,57,427,346,31,17,16,1,0
org.jfree.chart.ui.Library,1.416666667,5,10,17,4.083333333,1.833333333,4,4,12,12,21,12,5,7,9,55,22,38,20,1,24,10,9,1,0.212121212,0,1,0,0,0,0,0,0,0,21,21,0,0,0,0,0
org.jfree.chart.ui.Licences,1.333333333,2,2,4,4,1.666666667,3,3,2,3,14,3,0,3,0,747,5,12,5,1,16,3,11,1,0.125,0,1,0,1,1,0,0,0,0,14,14,0,0,0,0,0
org.jfree.chart.renderer.category.LineAndShapeRenderer,2.285714286,24,28,80,10.05714286,6.485714286,84,12,35,35,257,35,0,35,45,367,227,237,153,3,260,31,222,3,0.414753872,3,22,105,3,1,228,89,527,100,447,365,21,7,23,0,0
org.jfree.chart.block.LineBorder,2.444444444,6,6,22,10.33333333,6.777777778,4,4,9,9,19,9,2,7,8,99,61,74,46,1,20,8,10,1,0.178451178,1.333333333,7,12,3,3,31,12,170,31,33,31,14,0,0,0,0
org.jfree.data.function.LineFunction2D,1.5,4,5,9,5.333333333,2.833333333,2,2,6,6,15,6,0,6,4,36,17,26,15,1,15,4,9,1,0.193939394,0.333333333,1,2,0,0,6,2,6,6,16,16,0,25,1,0,0
org.jfree.chart.needle.LineNeedle,1.75,3,2,7,6.75,3.75,10,1,4,4,33,4,1,3,5,31,15,21,12,2,32,0,29,2,0.04040404,1.25,2,5,0,0,8,5,53,0,43,36,5,0,0,0,0
org.jfree.chart.renderer.category.LineRenderer3D,2.8125,12,8,45,21.375,16.4375,91,7,16,16,268,16,2,14,37,352,263,260,153,4,268,11,252,4,0.450929529,4.5,21,72,2,1,143,60,414,84,465,378,58,0,12,6,0
org.jfree.chart.util.LineUtilities,13,13,0,13,67,53,0,0,0,1,12,1,0,1,2,69,53,47,33,1,14,1,11,1,0.083333333,0,0,0,0,0,0,0,0,0,12,12,2,69,0,0,0
org.jfree.chart.axis.LogAxis,2.363636364,7,14,78,13.27272727,9.151515152,75,5,32,33,165,33,9,24,53,445,302,319,174,3,159,23,132,3,0.329724178,4.818181818,21,159,2,2,279,138,745,196,247,223,78,25,9,28,0
org.jfree.chart.util.LogFormat,2.090909091,8,6,23,7.727272727,4.363636364,6,6,11,11,20,11,1,10,18,93,48,66,44,2,21,9,9,2,0.260606061,0,5,0,1,1,0,0,0,0,20,20,4,15,1,0,0
org.jfree.chart.axis.LogarithmicAxis,4.071428571,27,14,114,19.10714286,12.57142857,91,10,28,28,192,28,9,19,30,548,352,332,227,4,190,21,164,4,0.553904964,2.428571429,14,68,1,1,75,49,134,46,276,251,29,0,0,0,0
org.jfree.chart.needle.LongNeedle,2.4,6,3,12,14.6,11,10,1,5,5,34,5,1,4,5,77,55,62,42,2,33,1,29,2,0.151515152,3,1,15,0,0,14,12,59,0,44,37,9,0,0,0,0
org.jfree.chart.renderer.LookupPaintScale,2.636363636,10,7,29,9.727272727,5.818181818,5,5,11,11,20,11,2,9,9,161,64,111,72,1,20,9,9,1,0.210606061,0.727272727,7,8,2,2,11,4,69,11,25,24,10,0,1,0,0
org.jfree.chart.plot.Marker,1.8,15,23,63,6.485714286,3.657142857,14,14,35,35,44,35,5,30,25,243,128,177,124,1,47,33,9,1,0.222370766,1.028571429,14,36,11,8,80,32,383,80,57,53,40,0,0,0,0
org.jfree.chart.axis.MarkerAxisBand,2.571428571,9,3,18,16,11.71428571,8,8,7,7,16,7,1,6,18,122,82,77,44,1,16,5,9,1,0.199494949,2.428571429,12,17,3,3,28,15,90,28,31,28,21,0,0,0,0
org.jfree.chart.event.MarkerChangeEvent,1,1,2,2,3.5,1.5,3,1,2,2,20,2,0,2,1,10,3,7,3,3,24,2,18,3,0.166666667,0.5,1,1,1,1,2,1,2,0,20,20,3,0,0,0,0
org.jfree.data.xy.MatrixSeries,1.818181818,8,9,20,6,3.181818182,8,2,11,11,37,11,0,11,12,70,35,57,33,2,39,9,26,2,0.223809524,0.363636364,3,4,0,0,6,4,25,0,42,40,0,0,0,0,0
org.jfree.data.xy.MatrixSeriesCollection,1.6875,4,8,27,6.0625,3.4375,7,2,16,16,42,16,0,16,14,102,55,76,45,5,43,11,26,5,0.30839307,1.0625,10,17,1,1,32,17,61,23,60,56,11,0,4,0,0
org.jfree.data.statistics.MeanAndStandardDeviation,1.75,5,5,14,6,3.25,3,3,8,8,17,8,0,8,5,53,26,36,21,1,17,6,9,1,0.203463203,0.25,4,2,0,0,6,2,18,6,18,18,0,0,0,0,0
org.jfree.chart.plot.MeterInterval,1.9,8,8,19,7,3.9,6,6,10,10,20,10,2,8,10,78,39,56,38,1,21,9,10,1,0.18030303,1,7,10,4,3,26,10,198,26,28,27,15,0,0,0,0
org.jfree.chart.needle.MeterNeedle,1.576923077,10,20,41,5.692307692,3.076923077,9,9,26,26,35,26,4,22,28,161,80,113,72,1,44,24,9,1,0.220606061,0.730769231,6,19,5,3,53,19,269,53,47,45,34,0,0,0,0
org.jfree.chart.plot.MeterPlot,2.254545455,21,30,124,10.61818182,7.109090909,58,28,55,55,123,55,9,46,57,617,391,434,269,2,120,49,68,2,0.30036036,1.654545455,28,91,18,7,150,78,684,116,200,159,90,2,2,0,0
org.jfree.chart.needle.MiddlePinNeedle,2.25,4,2,9,11.25,7.5,10,1,4,4,33,4,1,3,5,49,30,36,22,2,32,0,29,2,0.04040404,1.25,2,5,0,0,8,5,53,0,43,36,6,0,0,0,0
org.jfree.data.time.Millisecond,1.944444444,8,14,35,8.333333333,5.055555556,9,9,18,18,33,18,0,18,17,161,91,113,66,2,26,8,15,2,0.330864198,1.222222222,3,22,1,1,37,22,90,36,84,52,14,0,0,0,0
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,2.210526316,13,11,42,12.10526316,7.789473684,82,10,19,19,244,19,4,15,26,245,148,164,106,3,247,18,225,3,0.238317032,2.105263158,14,40,5,3,81,34,243,47,432,352,34,0,6,0,0
org.jfree.data.time.Minute,1.80952381,5,14,38,8.476190476,5.095238095,8,8,20,21,36,21,0,21,16,188,107,130,75,2,29,11,15,2,0.337037037,0.904761905,6,19,1,1,34,19,115,34,75,54,16,0,0,0,0
org.jfree.chart.axis.ModuloAxis,2.352941176,6,6,40,11.88235294,7.470588235,84,3,17,17,181,17,7,10,31,207,127,117,78,4,179,10,164,4,0.494164705,2.117647059,4,36,1,1,59,36,146,34,265,241,14,0,0,0,0
org.jfree.data.time.Month,2,8,15,48,8.708333333,5,5,5,21,24,38,24,2,22,19,216,120,147,99,2,30,13,14,2,0.383318903,0.541666667,5,13,0,0,22,9,92,22,52,49,20,8,6,4,0
org.jfree.chart.axis.MonthDateFormat,1.909090909,7,8,21,11.63636364,8.363636364,3,3,10,11,21,11,0,11,23,133,92,105,83,2,23,10,10,2,0.232323232,6.545454545,8,72,1,1,144,72,360,144,24,23,14,0,0,0,0
org.jfree.chart.MouseWheelHandler,2.4,5,3,12,9.8,6.4,2,2,5,5,16,5,1,4,5,53,32,40,21,1,18,5,11,1,0.138888889,2.8,7,14,1,1,16,12,33,16,33,27,11,53,0,0,0
org.jfree.data.time.MovingAverage,6.166666667,12,1,37,28,18.83333333,0,0,0,6,17,6,0,6,24,170,113,116,71,1,19,6,11,1,0.142857143,6.833333333,13,41,0,0,56,33,78,56,88,36,21,0,11,2,0
org.jfree.chart.plot.MultiplePiePlot,2.75,13,14,66,13.08333333,8.833333333,39,9,24,24,93,24,3,21,16,325,212,237,159,2,91,19,69,2,0.3003003,3.75,35,90,5,5,139,63,633,113,285,144,37,29,36,0,0
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,2.333333333,6,4,21,10.55555556,7,5,5,9,9,17,9,1,8,9,103,63,77,43,1,16,6,8,1,0.233766234,0.555555556,9,5,1,1,9,3,9,9,19,19,5,0,0,0,0
org.jfree.data.function.NormalDistributionFunction2D,1.666666667,4,4,10,6.333333333,3.666666667,4,4,6,6,15,6,0,6,4,44,22,33,19,1,15,4,9,1,0.193939394,0.333333333,3,2,0,0,6,2,6,6,16,16,0,25,4,0,0
org.jfree.data.xy.NormalizedMatrixSeries,1,1,6,6,4.333333333,2.333333333,11,3,6,6,40,6,0,6,8,31,14,24,10,3,41,3,34,3,0.325638138,1.166666667,3,7,0,0,19,7,28,0,47,45,0,0,0,0,0
org.jfree.chart.renderer.NotOutlierException,1,1,1,1,3,1,6,0,1,1,30,1,0,1,1,5,1,3,1,3,34,1,29,3,0.125,0,1,0,0,0,0,0,0,0,30,30,0,0,0,0,0
org.jfree.chart.axis.NumberAxis,2.921052632,17,19,111,19.76315789,14.86842105,81,11,34,38,171,38,11,27,47,765,565,583,410,3,171,29,133,3,0.262793427,14,25,532,5,4,1313,488,3116,1206,251,229,107,17,199,6,0
org.jfree.chart.axis.NumberAxis3D,2.666666667,6,2,8,15,10.66666667,82,1,3,3,173,3,0,3,7,48,32,34,15,4,177,2,170,4,0.513060429,5.333333333,9,16,0,0,30,10,171,5,258,232,12,0,0,1,0
org.jfree.chart.util.NumberCellRenderer,2,3,1,4,11.5,6.5,0,0,2,2,13,2,0,2,6,25,13,14,10,2,16,2,11,2,0.148148148,0,0,0,0,0,0,0,0,0,13,13,3,0,0,0,0
org.jfree.chart.axis.NumberTick,1,1,3,3,5,1.666666667,8,1,3,3,23,3,0,3,11,18,5,10,5,3,28,3,20,3,0.1875,0.666666667,5,2,0,0,13,2,7,0,26,25,5,0,0,0,0
org.jfree.chart.axis.NumberTickUnit,2,5,3,14,6.571428571,3.571428571,5,2,7,7,20,7,0,7,8,50,25,34,22,2,19,3,13,2,0.328431373,0.714285714,2,5,1,1,9,5,25,0,22,22,3,0,0,0,0
org.jfree.data.time.ohlc.OHLC,1.857142857,7,6,13,6.857142857,4,4,4,7,7,16,7,0,7,5,54,28,40,26,1,16,5,9,1,0.199494949,0.571428571,1,4,0,0,12,4,12,12,17,17,0,8,0,0,0
org.jfree.data.xy.OHLCDataItem,2,8,6,18,7.555555556,3.888888889,7,7,9,9,19,9,0,9,8,77,35,51,32,1,20,8,10,1,0.178451178,0,4,0,1,1,0,0,0,0,19,19,3,0,0,0,0
org.jfree.data.time.ohlc.OHLCItem,1.571428571,2,3,11,6.571428571,3.285714286,3,0,7,7,23,7,0,7,5,48,23,27,15,2,26,7,16,2,0.194444444,1.571428571,3,11,0,0,17,11,30,9,29,29,6,0,0,0,0
org.jfree.data.time.ohlc.OHLCSeries,1.4,3,4,7,4.8,2.2,10,0,5,5,48,5,0,5,9,26,11,16,8,3,50,3,43,3,0.202314815,1.6,5,8,0,0,20,8,60,8,64,62,6,3,1,0,0
org.jfree.data.time.ohlc.OHLCSeriesCollection,1.535714286,4,19,43,5.571428571,3,7,2,28,28,52,28,1,27,35,161,84,119,66,4,51,22,24,4,0.377294686,1.142857143,15,32,2,2,48,29,113,39,83,75,23,36,2,0,0
org.jfree.chart.util.ObjectList,1,1,5,5,2.8,0.8,5,0,5,5,21,5,0,5,5,16,4,10,4,2,21,2,16,2,0.200779727,0.8,0,4,0,0,9,4,29,0,27,27,0,0,0,0,0
org.jfree.chart.util.ObjectUtilities,2.842105263,7,5,54,11.57894737,6.684210526,4,4,1,19,30,19,3,16,34,227,127,135,85,1,32,19,11,1,0.158333333,0.105263158,14,2,0,0,3,1,23,3,31,31,16,0,0,0,0
org.jfree.chart.renderer.Outlier,1.545454545,5,9,17,5.545454545,2.909090909,2,2,11,11,20,11,0,11,8,65,32,42,24,1,20,9,9,1,0.210606061,0,2,0,1,1,0,0,0,0,20,20,5,0,0,0,0
org.jfree.chart.renderer.OutlierList,1.222222222,2,7,11,4.777777778,2.555555556,3,3,9,9,20,9,0,9,5,48,23,34,15,1,22,9,11,1,0.15,0.444444444,1,4,2,2,5,4,8,5,24,24,9,0,0,0,0
org.jfree.chart.renderer.OutlierListCollection,1.5,5,7,12,5.5,2.875,3,3,8,8,19,8,1,7,5,49,23,34,18,1,21,8,11,1,0.148148148,0.75,2,6,1,1,11,6,27,11,31,24,7,0,0,0,0
org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator,1,1,2,2,4,2,0,0,2,2,13,2,0,2,1,11,4,5,2,1,15,2,11,1,0.111111111,0.5,2,1,0,0,2,1,26,2,14,14,0,0,1,0,0
org.jfree.chart.event.OverlayChangeEvent,1,1,1,1,3,1,0,0,1,1,12,1,0,1,1,5,1,3,1,2,15,1,11,2,0.111111111,0,0,0,0,0,0,0,0,0,12,12,0,5,0,0,0
org.jfree.chart.util.PaintList,2.714285714,6,3,19,9.714285714,5.714285714,5,0,7,7,24,7,2,5,6,70,40,53,34,2,25,5,17,2,0.553606238,2,4,14,0,0,30,14,102,20,31,29,5,0,0,0,0
org.jfree.chart.util.PaintMap,2,6,4,18,7.777777778,4.666666667,2,2,9,9,18,9,2,7,7,74,42,56,30,1,18,7,9,1,0.206439394,0.333333333,6,3,1,1,8,3,66,8,22,21,13,74,0,0,0
org.jfree.chart.ui.PaintSample,1,1,5,5,5.6,3.6,2,2,5,5,16,5,0,5,3,32,18,26,10,2,19,5,11,2,0.185185185,0,1,0,2,2,0,0,0,0,16,16,11,0,0,0,0
org.jfree.chart.title.PaintScaleLegend,2.620689655,15,17,76,12.24137931,8.482758621,30,11,29,29,84,29,3,26,26,369,246,253,172,3,85,26,55,3,0.369093231,4.448275862,23,129,5,4,194,84,647,154,162,132,45,19,24,0,0
org.jfree.chart.util.PaintUtilities,4,7,1,16,18.5,12,0,0,1,4,15,4,1,3,7,76,48,46,28,1,17,4,11,1,0.133333333,0,6,0,0,0,0,0,0,0,15,15,9,0,0,0,0
org.jfree.chart.panel.PanHandler,2.75,4,1,11,15,11,4,3,4,4,22,4,0,4,3,64,44,48,27,2,22,1,18,2,0.158730159,5.75,7,23,1,1,19,15,48,18,43,30,11,64,0,0,0
org.jfree.chart.axis.PeriodAxis,2.723404255,19,25,128,13.27659574,8.936170213,85,15,47,47,171,47,8,39,71,642,420,426,279,3,157,29,124,3,0.432068336,3.723404255,27,175,8,7,292,159,974,219,286,250,98,53,79,29,0
org.jfree.chart.axis.PeriodAxisLabelInfo,2.125,11,13,34,8.5,4.9375,14,14,16,16,24,16,2,14,17,153,79,102,67,1,23,13,8,1,0.245670996,0.4375,8,7,11,5,17,7,169,17,30,29,32,1,3,0,0
org.jfree.chart.demo.PieChartDemo1,1,1,5,5,6.8,4.8,0,0,1,5,24,5,2,3,3,36,24,29,17,3,28,5,19,3,0.208333333,3,10,15,0,0,36,15,83,34,122,33,7,2,3,5,0
org.jfree.data.pie.PieDatasetChangeInfo,1,1,4,4,3.75,1.5,3,3,4,4,15,4,0,4,3,20,6,14,6,2,18,4,11,2,0.177777778,0,1,0,1,1,0,0,0,0,15,15,3,20,0,0,0
org.jfree.data.pie.PieDatasetChangeType,1.8,4,3,9,5.8,3,8,8,5,5,13,5,2,3,2,46,15,29,13,1,12,2,8,1,0.202020202,0,1,0,7,1,0,0,0,0,13,13,0,46,0,0,0
org.jfree.data.xml.PieDatasetHandler,1.8,4,3,9,6.8,3,2,1,5,5,22,5,0,5,9,37,15,22,12,3,26,5,17,3,0.208333333,1.8,6,9,1,1,15,7,54,12,41,26,3,0,0,0,0
org.jfree.chart.plot.PieLabelDistributor,2.888888889,5,2,26,11,7.111111111,2,1,9,9,24,9,5,4,9,102,64,81,45,2,25,7,15,2,0.233660131,6,4,54,0,0,61,44,88,36,30,30,10,0,0,0,0
org.jfree.chart.plot.PieLabelLinkStyle,2.2,4,3,11,7,3.8,4,4,5,5,13,5,2,3,2,44,19,29,17,1,12,2,8,1,0.202020202,0,1,0,3,1,0,0,0,0,13,13,0,0,0,0,0
org.jfree.chart.plot.PieLabelRecord,1.8125,11,14,29,6.125,3.1875,8,8,16,16,25,16,0,16,11,108,51,76,48,1,25,14,9,1,0.216161616,0.0625,2,1,1,1,2,1,33,2,27,26,3,0,0,0,0
org.jfree.chart.plot.PiePlot,2.402877698,50,88,334,11.58273381,7.841726619,94,64,139,139,208,139,22,117,154,1683,1090,1163,730,2,208,134,69,2,0.309765321,2.496402878,60,347,30,13,540,270,2064,464,375,313,212,246,36,3,0
org.jfree.chart.plot.PiePlot3D,7.083333333,43,9,85,53.5,42.83333333,97,3,12,12,212,12,3,9,21,647,514,426,298,3,213,9,200,3,0.452148331,6.5,18,78,0,0,144,68,623,37,376,311,70,0,11,0,0
org.jfree.chart.plot.PiePlotState,1,1,21,21,3.095238095,1.095238095,11,10,21,21,35,21,0,21,11,77,23,55,23,2,38,21,14,2,0.212121212,0.047619048,1,1,3,1,2,1,2,0,37,37,10,0,0,0,0
org.jfree.chart.entity.PieSectionEntity,1.5,7,11,18,5.583333333,2.75,9,5,12,12,32,12,0,12,12,75,33,50,30,2,32,9,20,2,0.354589372,0.583333333,5,7,0,0,19,7,53,12,39,38,1,0,0,0,0
org.jfree.chart.plot.PieSelectionAttributes,1.404761905,4,27,59,4.285714286,1.952380952,15,15,42,42,53,42,7,35,44,197,82,140,75,1,55,42,11,1,0.162790698,0.571428571,8,24,12,8,52,24,84,52,67,65,44,197,0,0,0
